                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 0.7544,                0.39189,                0.97633,                0.83059,                0.87264,                0.88095,                0.50059,                 1.4756,                0.93004,                  1.477,               0.003367,               0.003367,               0.003367
                     69,                0.74408,                0.38802,                0.97963,                0.84642,                0.85791,                0.88429,                0.50625,                 1.4796,                0.89917,                 1.4791,               0.003268,               0.003268,               0.003268
                     70,                 0.7436,                 0.3879,                0.97427,                0.85767,                0.81604,                0.86395,                0.50009,                 1.4738,                0.93213,                  1.515,               0.003169,               0.003169,               0.003169
                     71,                0.73016,                0.37794,                0.98029,                0.83574,                0.84434,                 0.8816,                0.50278,                 1.5016,                 0.9131,                 1.5515,                0.00307,                0.00307,                0.00307
                     72,                0.72954,                0.37991,                0.97669,                0.79657,                0.87264,                0.87213,                0.49454,                 1.5054,                0.91961,                 1.5382,               0.002971,               0.002971,               0.002971
                     73,                0.70777,                0.37469,                0.96253,                0.79287,                0.88473,                0.86924,                0.48804,                 1.5164,                0.94368,                 1.5525,               0.002872,               0.002872,               0.002872
                     74,                0.71193,                0.37341,                0.96851,                0.80929,                0.86792,                0.87967,                0.51032,                 1.4796,                0.92909,                 1.5316,               0.002773,               0.002773,               0.002773
                     75,                0.69211,                0.36148,                0.95498,                0.84609,                0.82977,                0.86394,                0.48683,                 1.5031,                0.98909,                 1.5607,               0.002674,               0.002674,               0.002674
                     76,                0.68537,                0.36043,                0.95248,                0.84154,                0.87675,                0.87367,                0.49197,                 1.5021,                0.94053,                 1.5334,               0.002575,               0.002575,               0.002575
                     77,                0.67867,                0.35655,                0.95508,                0.84493,                0.83962,                0.86534,                0.49418,                 1.4953,                0.92563,                 1.5797,               0.002476,               0.002476,               0.002476
                     78,                0.68186,                0.35484,                0.95234,                0.80426,                0.85279,                0.87373,                0.50881,                 1.5105,                0.94073,                 1.5793,               0.002377,               0.002377,               0.002377
                     79,                0.67615,                  0.348,                0.94903,                0.87249,                0.83914,                 0.8759,                0.50811,                 1.4694,                 0.9074,                 1.5343,               0.002278,               0.002278,               0.002278
                     80,                0.65997,                0.34569,                0.94318,                 0.8476,                0.82075,                0.86625,                0.50067,                 1.4956,                0.98048,                 1.5651,               0.002179,               0.002179,               0.002179
                     81,                0.65632,                0.34531,                0.95128,                 0.8389,                 0.8066,                0.85913,                0.48871,                 1.5148,                 1.0061,                 1.5743,                0.00208,                0.00208,                0.00208
                     82,                0.64812,                 0.3406,                0.94136,                0.76615,                0.89151,                0.86103,                0.48942,                 1.5163,                0.95978,                 1.6121,               0.001981,               0.001981,               0.001981
